,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
40,2021-01-02 10:00:00,3.4,5288.0,78,0.3,24,1016,2.0,-114.0,-329.0
41,2021-01-02 10:15:00,3.3,4406.0,79,1.0,23,1016,2.1,-111.0,-300.0
42,2021-01-02 10:30:00,3.1,3953.0,83,1.5,23,1016,1.8,-122.0,-310.0
43,2021-01-02 10:45:00,3.0,3499.0,88,2.0,23,1016,1.6,-105.0,-284.0
44,2021-01-02 11:00:00,2.9,3046.0,90,2.5,23,1016,2.1,-115.0,-371.0
45,2021-01-02 11:15:00,2.8,2721.0,94,2.9,23,1016,2.1,-196.0,-317.0
46,2021-01-02 11:30:00,2.7,2524.0,100,3.2,23,1016,1.9,-95.0,-290.0
47,2021-01-02 11:45:00,2.6,2327.0,106,3.6,24,1016,1.8,-122.0,-309.0
48,2021-01-02 12:00:00,2.6,2130.0,113,3.9,24,1016,2.1,-94.0,-268.0
49,2021-01-02 12:15:00,2.5,1988.0,116,4.2,24,1016,2.3,-99.0,-303.0
50,2021-01-02 12:30:00,2.6,1902.0,118,4.4,24,1016,2.6,-152.0,-191.0
51,2021-01-02 12:45:00,2.5,1815.0,119,4.5,25,1015,2.5,-130.0,-113.0
52,2021-01-02 13:00:00,2.6,1729.0,121,4.7,25,1015,2.3,-77.0,-295.0
53,2021-01-02 13:15:00,2.6,1785.0,119,4.8,25,1015,2.2,-108.0,-277.0
54,2021-01-02 13:30:00,2.8,1984.0,117,4.9,26,1015,2.1,-114.0,-286.0
55,2021-01-02 13:45:00,2.9,2182.0,115,5.0,26,1015,2.4,-116.0,-306.0
56,2021-01-02 14:00:00,3.0,2381.0,113,5.1,27,1015,2.0,-102.0,-314.0
57,2021-01-02 14:15:00,3.2,2799.0,112,5.1,28,1015,2.0,-92.0,-334.0
58,2021-01-02 14:30:00,3.3,3437.0,110,5.0,29,1015,2.4,-146.0,-283.0
59,2021-01-02 14:45:00,3.4,4075.0,107,5.0,30,1014,2.1,-110.0,-266.0
60,2021-01-02 15:00:00,3.4,4713.0,105,4.9,31,1014,2.5,-107.0,-316.0
61,2021-01-02 15:15:00,3.5,5804.0,102,4.7,33,1014,2.9,-55.0,176.0
62,2021-01-02 15:30:00,3.5,7347.0,98,4.3,36,1014,3.1,803.0,677.0
63,2021-01-02 15:45:00,3.7,8891.0,96,3.8,38,1015,2.8,1366.0,763.0
64,2021-01-02 16:00:00,3.8,10434.0,93,3.4,41,1015,3.0,1391.0,622.0
65,2021-01-02 16:15:00,4.2,12203.0,90,2.8,45,1015,3.1,1188.0,1829.0
66,2021-01-02 16:30:00,4.7,14198.0,89,1.9,50,1015,3.2,2670.0,2870.0
67,2021-01-02 16:45:00,5.2,16192.0,86,1.0,55,1015,3.3,2880.0,8287.0
68,2021-01-02 17:00:00,5.7,18187.0,84,0.1,60,1015,3.5,2915.0,10915.0
69,2021-01-02 17:15:00,6.0,20198.0,83,-0.5,64,1015,4.4,13632.0,13861.0
70,2021-01-02 17:30:00,6.2,22225.0,84,-0.8,67,1015,4.5,15757.0,15037.0
71,2021-01-02 17:45:00,6.5,24253.0,85,-1.1,71,1015,5.0,20082.0,20293.0
72,2021-01-02 18:00:00,6.7,26280.0,86,-1.4,74,1015,5.2,23113.0,27082.0
73,2021-01-02 18:15:00,6.7,27799.0,87,-1.6,77,1015,5.2,23113.0,24111.0
74,2021-01-02 18:30:00,6.6,28809.0,89,-1.9,78,1015,5.2,23113.0,22689.0
75,2021-01-02 18:45:00,6.4,29819.0,91,-2.1,80,1016,5.2,23113.0,26936.0
76,2021-01-02 19:00:00,6.3,30829.0,94,-2.4,81,1016,5.2,23113.0,20737.0
77,2021-01-02 19:15:00,6.2,30811.0,96,-2.5,82,1016,5.2,23113.0,16454.0
78,2021-01-02 19:30:00,6.2,29764.0,97,-2.6,82,1016,5.2,23113.0,17845.0
79,2021-01-02 19:45:00,6.1,28717.0,100,-2.6,83,1016,5.2,23113.0,16684.0
80,2021-01-02 20:00:00,6.0,27670.0,102,-2.7,83,1016,5.2,23113.0,15043.0
81,2021-01-02 20:15:00,6.1,26582.0,103,-2.7,83,1016,4.3,12848.0,13002.0
82,2021-01-02 20:30:00,6.0,25451.0,104,-2.7,83,1016,4.3,13394.0,12895.0
83,2021-01-02 20:45:00,5.8,24321.0,103,-2.6,83,1017,4.4,14250.0,14284.0
84,2021-01-02 21:00:00,5.7,23190.0,103,-2.6,83,1017,4.2,12148.0,12172.0
85,2021-01-02 21:15:00,5.6,22573.0,105,-2.7,83,1017,4.0,10631.0,11127.0
86,2021-01-02 21:30:00,5.4,22469.0,106,-2.9,84,1017,4.1,11177.0,10707.0
87,2021-01-02 21:45:00,5.3,22366.0,107,-3.2,84,1017,3.9,9388.0,9502.0
88,2021-01-02 22:00:00,5.2,22262.0,109,-3.4,85,1017,3.8,7888.0,7886.0
89,2021-01-02 22:15:00,5.0,21920.0,111,-3.5,85,1017,3.4,4556.0,4431.0
90,2021-01-02 22:30:00,4.9,21339.0,116,-3.4,85,1017,3.3,3850.0,3529.0
91,2021-01-02 22:45:00,4.7,20759.0,119,-3.4,85,1018,3.3,4000.0,3452.0
92,2021-01-02 23:00:00,4.6,20178.0,124,-3.3,85,1018,3.1,3206.0,3328.0
93,2021-01-02 23:15:00,4.5,19648.0,127,-3.2,85,1018,3.1,3636.0,3804.0
94,2021-01-02 23:30:00,4.5,19167.0,129,-3.1,85,1018,3.5,4825.0,4248.0
95,2021-01-02 23:45:00,4.5,18687.0,129,-2.9,84,1018,3.3,5110.0,4835.0
96,2021-01-03 00:00:00,2.7,4825.0,132,-3.1,68,1018,3.9,9316.0,8462.0
97,2021-01-03 00:15:00,2.7,4543.0,132,-3.1,68,1018,3.8,8400.0,8169.0
98,2021-01-03 00:30:00,2.8,4540.0,135,-3.1,69,1018,3.8,8642.0,8599.0
99,2021-01-03 00:45:00,2.9,4537.0,136,-3.1,70,1018,3.9,8864.0,8212.0
100,2021-01-03 01:00:00,3.0,4534.0,139,-3.1,71,1018,3.9,10033.0,10166.0
101,2021-01-03 01:15:00,3.2,4514.0,141,-3.1,71,1018,3.5,5881.0,5861.0
102,2021-01-03 01:30:00,3.3,4478.0,142,-3.1,71,1018,2.6,1681.0,1802.0
103,2021-01-03 01:45:00,3.3,4441.0,145,-3.0,72,1017,2.5,129.0,-30.0
104,2021-01-03 02:00:00,3.4,4405.0,146,-3.0,72,1017,2.6,149.0,-6.0
105,2021-01-03 02:15:00,3.5,4462.0,147,-3.0,72,1017,2.6,29.0,-131.0
106,2021-01-03 02:30:00,3.4,4612.0,148,-3.0,72,1017,2.7,-13.0,-223.0
107,2021-01-03 02:45:00,3.3,4761.0,147,-2.9,73,1017,2.7,229.0,-83.0
108,2021-01-03 03:00:00,3.3,4911.0,149,-2.9,73,1017,2.6,-62.0,-226.0
109,2021-01-03 03:15:00,3.3,5082.0,149,-2.9,73,1017,2.6,4.0,-74.0
110,2021-01-03 03:30:00,3.3,5273.0,147,-2.9,74,1017,2.4,-67.0,-295.0
111,2021-01-03 03:45:00,3.3,5464.0,147,-3.0,74,1017,2.6,-75.0,-251.0
112,2021-01-03 04:00:00,3.4,5655.0,146,-3.0,75,1017,2.5,-144.0,-288.0
113,2021-01-03 04:15:00,3.4,5800.0,146,-3.1,76,1017,3.0,31.0,-189.0
114,2021-01-03 04:30:00,3.2,5901.0,146,-3.3,77,1017,2.6,-47.0,-198.0
115,2021-01-03 04:45:00,3.2,6001.0,148,-3.6,79,1017,2.7,-26.0,-244.0
116,2021-01-03 05:00:00,3.1,6102.0,148,-3.8,80,1017,2.8,-129.0,-226.0
117,2021-01-03 05:15:00,3.0,6204.0,150,-4.0,81,1017,2.8,511.0,296.0
118,2021-01-03 05:30:00,3.0,6307.0,147,-4.1,82,1017,2.8,537.0,484.0
119,2021-01-03 05:45:00,2.9,6411.0,146,-4.2,82,1017,2.7,772.0,1025.0
120,2021-01-03 06:00:00,2.9,6514.0,144,-4.3,83,1017,3.1,2250.0,1966.0
121,2021-01-03 06:15:00,2.9,6648.0,144,-4.4,83,1017,3.5,5920.0,5787.0
122,2021-01-03 06:30:00,2.9,6812.0,146,-4.4,84,1017,3.5,6491.0,6553.0
123,2021-01-03 06:45:00,3.0,6976.0,147,-4.5,84,1017,3.7,10252.0,9482.0
124,2021-01-03 07:00:00,3.0,7140.0,150,-4.5,85,1017,3.8,11359.0,11949.0
125,2021-01-03 07:15:00,3.0,7024.0,150,-4.4,85,1017,3.5,8780.0,8866.0
126,2021-01-03 07:30:00,2.9,6628.0,151,-4.1,84,1017,3.7,8348.0,7882.0
127,2021-01-03 07:45:00,2.8,6233.0,153,-3.9,83,1018,3.4,7725.0,7814.0
128,2021-01-03 08:00:00,2.7,5837.0,153,-3.6,82,1018,3.8,7116.0,5454.0
129,2021-01-03 08:15:00,2.4,5495.0,156,-3.1,80,1018,3.7,9477.0,9370.0
130,2021-01-03 08:30:00,2.1,5206.0,155,-2.4,77,1018,3.6,7192.0,7905.0
131,2021-01-03 08:45:00,1.7,4917.0,152,-1.7,73,1019,2.9,4152.0,3873.0
132,2021-01-03 09:00:00,1.4,4628.0,150,-1.0,70,1019,3.1,3729.0,3736.0
133,2021-01-03 09:15:00,1.2,4308.0,149,-0.2,67,1019,3.2,3172.0,2929.0
134,2021-01-03 09:30:00,1.3,3957.0,151,0.5,64,1019,3.2,4080.0,4170.0
135,2021-01-03 09:45:00,1.3,3607.0,153,1.2,62,1019,3.3,3820.0,3056.0
136,2021-01-03 10:00:00,1.4,3256.0,155,1.9,59,1019,3.1,3779.0,3670.0
137,2021-01-03 10:15:00,1.3,3014.0,151,2.6,57,1019,3.0,2807.0,3093.0
138,2021-01-03 10:30:00,0.9,2880.0,139,3.1,56,1019,3.5,4828.0,4512.0
139,2021-01-03 10:45:00,0.6,2746.0,108,3.6,55,1019,3.6,5274.0,5071.0
140,2021-01-03 11:00:00,0.6,2612.0,81,4.1,54,1019,4.4,13051.0,11937.0
141,2021-01-03 11:15:00,0.7,2579.0,74,4.5,53,1019,4.7,15577.0,15069.0
142,2021-01-03 11:30:00,0.9,2646.0,90,4.6,53,1019,4.2,11774.0,12550.0
143,2021-01-03 11:45:00,1.2,2714.0,90,4.7,52,1018,4.3,11267.0,11041.0
144,2021-01-03 12:00:00,1.4,2781.0,98,4.8,52,1018,4.1,10325.0,9858.0
145,2021-01-03 12:15:00,1.6,2829.0,108,5.0,52,1018,3.3,4856.0,4510.0
146,2021-01-03 12:30:00,1.7,2858.0,121,5.1,52,1018,2.7,1487.0,1059.0
147,2021-01-03 12:45:00,1.9,2886.0,129,5.2,52,1017,2.8,803.0,857.0
148,2021-01-03 13:00:00,2.2,2915.0,137,5.3,52,1017,2.6,65.0,-120.0
149,2021-01-03 13:15:00,2.3,2976.0,140,5.4,52,1017,2.5,-96.0,-250.0
150,2021-01-03 13:30:00,2.4,3070.0,138,5.7,51,1017,2.5,-159.0,-353.0
151,2021-01-03 13:45:00,2.3,3163.0,137,5.9,50,1016,2.7,-112.0,-297.0
152,2021-01-03 14:00:00,2.4,3257.0,135,6.2,49,1016,2.9,-16.0,-172.0
153,2021-01-03 14:15:00,2.4,3302.0,135,6.3,49,1016,2.3,-114.0,45.0
154,2021-01-03 14:30:00,2.5,3298.0,137,6.2,50,1016,2.7,-99.0,-300.0
155,2021-01-03 14:45:00,2.5,3294.0,137,6.2,50,1015,3.2,-43.0,-268.0
156,2021-01-03 15:00:00,2.5,3290.0,138,6.1,51,1015,2.9,807.0,441.0
157,2021-01-03 15:15:00,2.5,3330.0,137,5.8,52,1015,2.7,1393.0,794.0
158,2021-01-03 15:30:00,2.5,3414.0,133,5.1,55,1015,2.9,652.0,273.0
159,2021-01-03 15:45:00,2.4,3497.0,128,4.5,58,1015,3.2,2197.0,1786.0
160,2021-01-03 16:00:00,2.4,3581.0,125,3.8,61,1015,3.4,3248.0,3028.0
161,2021-01-03 16:15:00,2.6,3942.0,121,3.0,64,1015,3.7,7876.0,7208.0
162,2021-01-03 16:30:00,2.8,4581.0,116,2.0,68,1015,4.0,9173.0,9602.0
163,2021-01-03 16:45:00,3.1,5220.0,112,1.0,72,1016,4.5,15378.0,14366.0
164,2021-01-03 17:00:00,3.4,5859.0,109,0.0,76,1016,5.1,23490.0,21844.0
165,2021-01-03 17:15:00,3.6,6824.0,106,-0.6,79,1016,5.6,29523.0,29046.0
166,2021-01-03 17:30:00,3.8,8117.0,102,-0.8,80,1016,5.8,32778.0,32866.0
167,2021-01-03 17:45:00,4.1,9410.0,100,-1.0,81,1016,6.0,32824.0,32185.0
168,2021-01-03 18:00:00,4.2,10703.0,97,-1.2,82,1016,5.6,29399.0,29022.0
169,2021-01-03 18:15:00,4.3,11772.0,95,-1.4,83,1016,5.2,21512.0,21690.0
170,2021-01-03 18:30:00,4.3,12619.0,97,-1.6,84,1016,5.0,19537.0,18951.0
171,2021-01-03 18:45:00,4.2,13466.0,98,-1.8,85,1016,5.2,22941.0,22074.0
172,2021-01-03 19:00:00,4.3,14313.0,99,-2.0,86,1016,5.3,24985.0,25604.0
173,2021-01-03 19:15:00,4.3,15004.0,101,-2.2,86,1016,5.5,26402.0,25456.0
174,2021-01-03 19:30:00,4.2,15539.0,102,-2.4,87,1016,5.6,29648.0,30523.0
175,2021-01-03 19:45:00,4.1,16074.0,104,-2.7,88,1017,5.6,28943.0,28199.0
176,2021-01-03 20:00:00,4.1,16609.0,106,-2.9,89,1017,5.8,30288.0,29942.0
177,2021-01-03 20:15:00,4.1,17125.0,107,-2.9,89,1017,5.6,28873.0,28895.0
178,2021-01-03 20:30:00,4.2,17622.0,109,-2.8,90,1017,5.5,27498.0,27204.0
179,2021-01-03 20:45:00,4.3,18118.0,111,-2.7,90,1017,5.9,32644.0,31556.0
180,2021-01-03 21:00:00,4.4,18615.0,113,-2.6,91,1017,5.9,34895.0,34828.0
181,2021-01-03 21:15:00,4.4,18781.0,115,-2.5,91,1017,6.5,46251.0,44911.0
182,2021-01-03 21:30:00,4.4,18616.0,118,-2.4,91,1017,6.7,50012.0,48726.0
183,2021-01-03 21:45:00,4.4,18451.0,123,-2.4,91,1017,6.3,44029.0,44012.0
184,2021-01-03 22:00:00,4.4,18286.0,126,-2.3,91,1017,6.0,37253.0,36774.0
185,2021-01-03 22:15:00,4.3,17991.0,128,-2.3,91,1017,5.7,34106.0,33561.0
186,2021-01-03 22:30:00,4.1,17566.0,129,-2.4,91,1017,5.5,30035.0,29711.0
187,2021-01-03 22:45:00,3.9,17141.0,130,-2.5,91,1017,5.6,32918.0,32076.0
188,2021-01-03 23:00:00,3.7,16716.0,131,-2.6,91,1017,5.4,29765.0,29757.0
189,2021-01-03 23:15:00,3.6,16632.0,134,-2.6,91,1017,5.5,29712.0,28146.0
190,2021-01-03 23:30:00,3.5,16890.0,137,-2.7,92,1017,5.5,29343.0,29174.0
191,2021-01-03 23:45:00,3.6,17149.0,141,-2.7,92,1017,5.6,30307.0,28321.0
192,2021-01-04 00:00:00,4.0,17604.0,117,-3.2,95,1017,5.8,32955.0,32593.0
193,2021-01-04 00:15:00,3.9,17218.0,120,-3.2,95,1017,6.0,36530.0,35309.0
194,2021-01-04 00:30:00,3.8,16632.0,123,-3.3,95,1017,6.3,40764.0,39467.0
195,2021-01-04 00:45:00,3.7,16045.0,128,-3.4,96,1017,6.2,41506.0,40196.0
196,2021-01-04 01:00:00,3.6,15459.0,132,-3.5,96,1017,6.1,38691.0,38633.0
197,2021-01-04 01:15:00,3.7,15546.0,137,-3.6,96,1017,5.8,34686.0,34040.0
198,2021-01-04 01:30:00,3.8,16306.0,145,-3.6,96,1017,5.8,34092.0,34107.0
199,2021-01-04 01:45:00,4.0,17065.0,152,-3.5,96,1016,5.2,27284.0,27564.0
200,2021-01-04 02:00:00,4.2,17825.0,158,-3.5,96,1016,5.4,29212.0,28124.0
201,2021-01-04 02:15:00,4.2,17613.0,159,-3.5,96,1016,5.8,35641.0,35155.0
202,2021-01-04 02:30:00,3.9,16429.0,156,-3.6,96,1016,5.2,27906.0,28224.0
203,2021-01-04 02:45:00,3.7,15246.0,154,-3.7,96,1016,5.5,31940.0,31475.0
204,2021-01-04 03:00:00,3.4,14062.0,150,-3.8,96,1016,6.3,46648.0,44670.0
205,2021-01-04 03:15:00,3.4,13471.0,146,-3.8,96,1016,6.5,49712.0,49799.0
206,2021-01-04 03:30:00,3.5,13474.0,141,-3.7,96,1016,5.5,29827.0,31117.0
207,2021-01-04 03:45:00,3.7,13477.0,137,-3.6,96,1015,4.3,14013.0,15642.0
208,2021-01-04 04:00:00,3.8,13480.0,133,-3.5,96,1015,3.2,4071.0,4888.0
209,2021-01-04 04:15:00,4.0,13250.0,133,-3.5,96,1015,2.8,1214.0,1132.0
210,2021-01-04 04:30:00,4.1,12787.0,137,-3.6,96,1015,2.8,694.0,696.0
211,2021-01-04 04:45:00,4.2,12325.0,140,-3.6,97,1014,2.6,-75.0,-320.0
212,2021-01-04 05:00:00,4.4,11862.0,143,-3.7,97,1014,2.6,-91.0,-221.0
213,2021-01-04 05:15:00,4.2,10826.0,147,-3.7,97,1014,2.8,159.0,-125.0
214,2021-01-04 05:30:00,3.9,9216.0,151,-3.7,97,1014,2.5,167.0,35.0
215,2021-01-04 05:45:00,3.5,7606.0,155,-3.8,97,1014,2.5,-54.0,-187.0
216,2021-01-04 06:00:00,3.3,5996.0,160,-3.8,97,1014,2.5,-127.0,-323.0
217,2021-01-04 06:15:00,2.9,4868.0,164,-3.8,97,1014,3.0,147.0,-3.0
218,2021-01-04 06:30:00,2.5,4221.0,164,-3.8,97,1014,2.5,19.0,-129.0
219,2021-01-04 06:45:00,2.1,3575.0,163,-3.8,97,1015,2.5,-108.0,-311.0
220,2021-01-04 07:00:00,1.7,2928.0,163,-3.8,97,1015,2.5,-121.0,-296.0
221,2021-01-04 07:15:00,1.4,2521.0,168,-3.7,97,1015,2.4,-105.0,-311.0
222,2021-01-04 07:30:00,1.3,2352.0,176,-3.4,97,1015,2.4,-125.0,-283.0
223,2021-01-04 07:45:00,1.3,2184.0,184,-3.2,96,1016,2.8,-165.0,-397.0
224,2021-01-04 08:00:00,1.2,2015.0,194,-2.9,96,1016,3.3,642.0,55.0
225,2021-01-04 08:15:00,1.1,1835.0,202,-2.5,95,1016,3.4,3857.0,3472.0
226,2021-01-04 08:30:00,0.9,1643.0,216,-1.9,93,1016,3.4,5217.0,4919.0
227,2021-01-04 08:45:00,0.6,1452.0,231,-1.3,90,1017,3.5,6706.0,6469.0
228,2021-01-04 09:00:00,0.6,1260.0,261,-0.7,88,1017,3.6,7572.0,7616.0
229,2021-01-04 09:15:00,0.6,1116.0,279,-0.1,86,1017,3.6,7247.0,8033.0
230,2021-01-04 09:30:00,0.7,1020.0,297,0.6,83,1017,3.4,5158.0,5170.0
231,2021-01-04 09:45:00,0.9,923.0,311,1.3,80,1017,2.5,926.0,1071.0
232,2021-01-04 10:00:00,1.1,827.0,319,2.0,77,1017,2.4,93.0,-3.0
233,2021-01-04 10:15:00,1.0,727.0,331,2.6,74,1017,2.3,-139.0,-253.0
234,2021-01-04 10:30:00,0.8,624.0,346,3.1,72,1017,1.9,-111.0,-310.0
235,2021-01-04 10:45:00,0.7,521.0,0,3.6,69,1016,1.5,-124.0,-319.0
236,2021-01-04 11:00:00,0.7,418.0,27,4.1,67,1016,1.0,-98.0,-278.0
237,2021-01-04 11:15:00,0.7,352.0,34,4.5,65,1016,0.6,-101.0,-316.0
238,2021-01-04 11:30:00,0.6,323.0,31,5.0,63,1016,1.5,-97.0,-286.0
239,2021-01-04 11:45:00,0.4,294.0,14,5.4,62,1015,2.1,-130.0,-317.0
240,2021-01-04 12:00:00,0.3,265.0,0,5.9,60,1015,2.6,417.0,107.0
241,2021-01-04 12:15:00,0.3,251.0,0,6.3,59,1015,2.6,-68.0,-212.0
242,2021-01-04 12:30:00,0.3,250.0,18,6.6,58,1015,2.0,-110.0,-292.0
243,2021-01-04 12:45:00,0.4,249.0,34,6.9,57,1014,1.8,-100.0,-275.0
244,2021-01-04 13:00:00,0.4,248.0,45,7.2,56,1014,1.7,-98.0,-279.0
245,2021-01-04 13:15:00,0.5,277.0,53,7.3,55,1014,1.7,-92.0,-274.0
246,2021-01-04 13:30:00,0.7,336.0,63,7.4,55,1014,2.4,-123.0,-303.0
247,2021-01-04 13:45:00,0.8,395.0,67,7.4,56,1014,3.0,58.0,-257.0
248,2021-01-04 14:00:00,0.9,454.0,72,7.5,56,1014,3.0,709.0,343.0
249,2021-01-04 14:15:00,1.1,558.0,75,7.5,56,1014,3.8,5735.0,5366.0
250,2021-01-04 14:30:00,1.4,706.0,73,7.4,57,1014,4.3,12543.0,11518.0
251,2021-01-04 14:45:00,1.6,853.0,72,7.4,57,1013,3.8,8730.0,8848.0
252,2021-01-04 15:00:00,1.8,1001.0,71,7.3,58,1013,3.6,7208.0,7863.0
253,2021-01-04 15:15:00,1.9,1302.0,72,7.1,60,1013,3.5,5617.0,5850.0
254,2021-01-04 15:30:00,1.8,1756.0,74,6.7,63,1013,3.3,4464.0,4426.0
255,2021-01-04 15:45:00,1.8,2209.0,74,6.2,67,1014,3.0,2135.0,2097.0
256,2021-01-04 16:00:00,1.6,2663.0,76,5.8,70,1014,3.7,6045.0,5587.0
257,2021-01-04 16:15:00,1.7,3569.0,77,5.2,73,1014,4.3,12520.0,11870.0
258,2021-01-04 16:30:00,1.9,4928.0,81,4.5,75,1014,4.7,14930.0,14642.0
259,2021-01-04 16:45:00,2.2,6286.0,85,3.8,76,1014,4.7,15704.0,15846.0
260,2021-01-04 17:00:00,2.4,7645.0,88,3.1,78,1014,4.5,14134.0,14213.0
261,2021-01-04 17:15:00,2.5,9188.0,88,2.6,80,1014,4.4,13791.0,14117.0
262,2021-01-04 17:30:00,2.5,10915.0,85,2.4,81,1014,4.1,9329.0,9367.0
263,2021-01-04 17:45:00,2.4,12642.0,83,2.2,82,1015,3.7,6848.0,6950.0
264,2021-01-04 18:00:00,2.4,14369.0,81,2.0,83,1015,3.9,8848.0,7926.0
265,2021-01-04 18:15:00,2.5,16289.0,78,1.9,84,1015,4.4,15596.0,14645.0
266,2021-01-04 18:30:00,2.6,18403.0,77,2.0,84,1015,4.4,14838.0,14543.0
267,2021-01-04 18:45:00,2.7,20517.0,73,2.0,84,1015,4.8,17259.0,17898.0
268,2021-01-04 19:00:00,2.8,22631.0,72,2.1,84,1015,4.9,19783.0,18851.0
269,2021-01-04 19:15:00,3.0,24812.0,63,2.1,84,1015,6.2,39316.0,40139.0
270,2021-01-04 19:30:00,3.5,27061.0,51,2.0,84,1015,6.1,39630.0,38683.0
271,2021-01-04 19:45:00,4.0,29310.0,44,2.0,83,1016,6.9,51087.0,43993.0
272,2021-01-04 20:00:00,4.6,31559.0,37,1.9,83,1016,7.2,60894.0,57762.0
273,2021-01-04 20:15:00,5.4,34707.0,34,1.8,82,1016,7.2,62939.0,59995.0
274,2021-01-04 20:30:00,6.2,38754.0,32,1.7,80,1016,7.4,68434.0,64709.0
275,2021-01-04 20:45:00,7.0,42801.0,32,1.6,79,1017,6.9,60611.0,61488.0
276,2021-01-04 21:00:00,7.9,46848.0,30,1.5,77,1017,6.4,49965.0,51367.0
277,2021-01-04 21:15:00,8.2,49641.0,31,1.3,76,1017,6.7,49753.0,47667.0
278,2021-01-04 21:30:00,8.1,51180.0,30,1.0,75,1017,6.3,48849.0,47686.0
279,2021-01-04 21:45:00,8.0,52720.0,31,0.8,74,1017,6.2,47336.0,47720.0
